Generation, Best Fitness
1130,1027
1131,1027
1132,1027
1133,1027
1134,1027
1135,1027
1136,1027
1137,1027
1138,1027
1139,1027
1140,1027
1141,1027
1142,1027
1143,1027
1144,1027
1145,1027
1146,1027
1147,1027
1148,1027
1149,1027
1150,1027
1151,1027
1152,1027
1153,1027
1154,1027
1155,1027
1156,1027
1157,1027
1158,1027
1159,1027
1160,1027
1161,1027
1162,1027
1163,1027
1164,1027
1165,1027
1166,1027
1167,1027
1168,1027
1169,1027
1170,1027
1171,1027
1172,1027
1173,1027
1174,1027
1175,1027
1176,1027
1177,1027
1178,1027
1179,1027
1180,1027
1181,1027
1182,1027
1183,1027
1184,1027
1185,1027
1186,1027
1187,1027
1188,1027
1189,1027
1190,1027
1191,1027
1192,1027
1193,1027
1194,1027
1195,1027
1196,1027
1197,1027
1198,1027
1199,1027
1200,1027
1201,1027
1202,1027
1203,1027
1204,1027
1205,1027
1206,1027
1207,1027
1208,1027
1209,1027
1210,1027
1211,1027
1212,1027
1213,1027
1214,1027
1215,1027
1216,1027
1217,1027
1218,1027
1219,1027
1220,1027
1221,1027
1222,1027
1223,1027
1224,1027
1225,1027
1226,1027
1227,1027
1228,1027
1229,1027
1230,1027
1231,1027
1232,1027
1233,1027
1234,1027
1235,1027
1236,1027
1237,1027
1238,1027
1239,1027
1240,1027
1241,1027
1242,1027
1243,1027
1244,1027
1245,1027
1246,1027
1247,1027
1248,1027
1249,1027
1250,1027
1251,1027
1252,1027
1253,1027
1254,1027
1255,1027
1256,1027
1257,1027
1258,1027
1259,1027
1260,1027
1261,1027
1262,1027
1263,1027
1264,1027
1265,1027
1266,1027
1267,1027
1268,1027
1269,1027
1270,1027
1271,1027
1272,1027
1273,1027
1274,1027
1275,1027
1276,1027
1277,1027
1278,1027
1279,1027
1280,1027
1281,1027
1282,1027
1283,1027
1284,1027
1285,1027
1286,1027
1287,1027
1288,1027
1289,1027
1290,1027
1291,1027
1292,1027
1293,1027
1294,1027
1295,1027
1296,1027
1297,1027
1298,1027
1299,1027
1300,1027
1301,1027
1302,1027
1303,1027
1304,1027
1305,1027
1306,1027
1307,1027
1308,1027
1309,1027
1310,1027
1311,1027
1312,1027
1313,1027
1314,1027
1315,1027
1316,1027
1317,1027
1318,1027
1319,1027
1320,1027
1321,1027
1322,1027
1323,1027
1324,1027
1325,1027
1326,1027
1327,1027
1328,1027
1329,1027
1330,1027
1331,1027
1332,1027
1333,1027
1334,1027
1335,1027
1336,1027
1337,1027
1338,1027
1339,1027
1340,1027
1341,1027
1342,1027
1343,1027
1344,1027
1345,1027
1346,1027
1347,1027
1348,1027
1349,1027
1350,1062
1351,1062
1352,1062
1353,1062
1354,1062
1355,1062
1356,1062
1357,1062
1358,1062
1359,1062
1360,1062
1361,1062
1362,1062
1363,1062
1364,1062
1365,1062
1366,1062
1367,1062
1368,1062
1369,1062
1370,1062
1371,1062
1372,1062
1373,1062
1374,1062
1375,1062
1376,1062
1377,1062
1378,1062
1379,1062
1380,1062
1381,1062
1382,1062
1383,1062
1384,1062
1385,1062
1386,1062
1387,1062
1388,1062
1389,1062
1390,1062
1391,1062
1392,1062
1393,1062
1394,1062
1395,1062
1396,1062
1397,1062
1398,1062
1399,1062
1400,1062
1401,1062
1402,1062
1403,1062
1404,1062
1405,1062
1406,1062
1407,1062
1408,1062
1409,1062
1410,1062
1411,1062
1412,1062
1413,1062
1414,1062
1415,1062
1416,1062
1417,1062
1418,1062
1419,1062
1420,1062
1421,1062
1422,1062
1423,1062
1424,1062
1425,1062
1426,1062
1427,1062
1428,1062
1429,1062
1430,1062
1431,1062
1432,1062
1433,1062
1434,1062
1435,1062
1436,1062
1437,1062
1438,1062
1439,1062
1440,1062
1441,1062
1442,1062
1443,1062
1444,1062
1445,1062
1446,1062
1447,1062
1448,1062
1449,1062
1450,1062
1451,1062
1452,1062
1453,1062
1454,1062
1455,1062
1456,1062
1457,1062
1458,1062
1459,1062
1460,1062
1461,1062
1462,1062
1463,1062
1464,1062
1465,1062
1466,1062
1467,1062
1468,1062
1469,1062
1470,1062
1471,1062
1472,1062
1473,1062
1474,1062
1475,1062
1476,1062
1477,1062
1478,1062
1479,1062
1480,1062
1481,1062
1482,1062
1483,1062
1484,1062
1485,1062
1486,1062
1487,1062
1488,1062
1489,1062
1490,1062
1491,1062
1492,1062
1493,1062
1494,1062
1495,1062
1496,1062
1497,1062
1498,1062
1499,1062
1500,1062
1501,1062
1502,1062
1503,1062
1504,1062
1505,1062
1506,1062
1507,1062
1508,1062
1509,1062
1510,1062
1511,1062
1512,1062
1513,1062
1514,1062
1515,1062
1516,1062
1517,1062
1518,1062
1519,1062
1520,1062
1521,1062
1522,1062
1523,1062
1524,1062
1525,1062
1526,1062
1527,1062
1528,1062
1529,1062
1530,1062
1531,1062
1532,1062
1533,1062
1534,1062
1535,1062
1536,1062
1537,1062
1538,1062
1539,1062
1540,1062
1541,1062
1542,1062
1543,1062
1544,1062
1545,1062
1546,1062
1547,1062
1548,1062
1549,1062
1550,1062
1551,1062
1552,1062
1553,1062
1554,1062
1555,1062
1556,1062
1557,1062
1558,1062
1559,1062
1560,1062
1561,1062
1562,1062
1563,1062
1564,1062
1565,1062
1566,1062
1567,1062
1568,1062
1569,1062
1570,1062
1571,1062
1572,1062
1573,1062
1574,1062
1575,1062
1576,1062
1577,1062
1578,1062
1579,1062
1580,1062
1581,1062
1582,1062
1583,1062
1584,1062
1585,1062
1586,1062
1587,1062
1588,1062
1589,1062
1590,1062
1591,1062
1592,1062
1593,1062
1594,1062
1595,1062
1596,1062
1597,1062
1598,1062
1599,1062
1600,1062
1601,1062
1602,1062
1603,1062
1604,1062
1605,1062
1606,1062
1607,1062
1608,1062
1609,1062
1610,1062
1611,1062
1612,1062
1613,1062
1614,1062
1615,1062
1616,1062
1617,1062
1618,1062
1619,1062
1620,1062
1621,1062
1622,1062
1623,1062
1624,1062
1625,1062
1626,1062
1627,1062
1628,1062
1629,1062
1630,1062
1631,1062
1632,1062
1633,1062
1634,1062
1635,1062
1636,1062
1637,1062
1638,1062
1639,1062
1640,1062
1641,1062
1642,1062
1643,1062
1644,1062
1645,1062
1646,1062
1647,1062
1648,1062
1649,1062
1650,1062
1651,1062
1652,1062
1653,1062
1654,1062
1655,1062
1656,1062
1657,1062
1658,1062
1659,1062
1660,1062
1661,1062
1662,1062
1663,1062
1664,1062
1665,1062
1666,1062
1667,1062
1668,1062
1669,1062
1670,1062
1671,1062
1672,1062
1673,1062
1674,1062
1675,1062
1676,1062
1677,1062
1678,1062
1679,1062
1680,1062
1681,1062
1682,1062
1683,1062
1684,1062
1685,1062
1686,1062
1687,1062
1688,1062
1689,1062
1690,1062
1691,1062
1692,1062
1693,1062
1694,1062
1695,1062
1696,1062
1697,1062
1698,1062
1699,1062
1700,1062
1701,1062
1702,1062
1703,1062
1704,1062
1705,1062
1706,1062
1707,1062
1708,1062
1709,1062
1710,1062
1711,1062
1712,1062
1713,1062
1714,1062
1715,1062
1716,1062
1717,1062
1718,1062
1719,1062
1720,1062
1721,1062
1722,1062
1723,1062
1724,1062
1725,1062
1726,1062
1727,1062
1728,1062
1729,1062
1730,1062
1731,1062
1732,1062
1733,1062
1734,1062
1735,1062
1736,1062
1737,1062
1738,1062
1739,1062
1740,1062
1741,1062
1742,1062
1743,1062
1744,1062
1745,1062
1746,1062
1747,1062
1748,1062
1749,1062
1750,1062
1751,1062
1752,1062
1753,1062
1754,1062
1755,1062
1756,1062
1757,1062
1758,1062
1759,1062
1760,1062
1761,1062
1762,1062
1763,1062
1764,1062
1765,1062
1766,1062
1767,1062
1768,1062
1769,1062
1770,1062
1771,1062
1772,1062
1773,1062
1774,1062
1775,1062
1776,1062
1777,1062
1778,1062
1779,1062
1780,1062
1781,1062
1782,1062
1783,1062
1784,1062
1785,1062
1786,1062
1787,1062
1788,1062
1789,1062
1790,1062
1791,1062
1792,1062
1793,1062
1794,1062
1795,1062
1796,1062
1797,1062
1798,1062
1799,1062
1800,1062
1801,1062
1802,1062
1803,1062
1804,1062
1805,1062
1806,1062
1807,1062
1808,1062
1809,1062
1810,1062
1811,1062
1812,1062
1813,1062
1814,1062
1815,1062
1816,1062
1817,1062
1818,1062
1819,1062
1820,1062
1821,1062
1822,1062
1823,1062
1824,1062
1825,1062
1826,1062
1827,1062
1828,1062
1829,1062
1830,1062
1831,1062
1832,1062
1833,1062
1834,1062
1835,1062
1836,1062
1837,1062
1838,1062
1839,1062
1840,1062
1841,1062
1842,1062
1843,1062
1844,1062
1845,1062
1846,1062
1847,1062
1848,1062
1849,1062
1850,1062
1851,1062
1852,1062
1853,1062
1854,1062
1855,1062
1856,1062
1857,1062
1858,1062
1859,1062
1860,1062
1861,1062
1862,1062
1863,1062
1864,1062
1865,1062
1866,1062
1867,1062
1868,1062
1869,1062
1870,1062
1871,1062
1872,1062
1873,1062
1874,1062
1875,1062
1876,1062
1877,1062
1878,1062
1879,1062
1880,1062
1881,1062
1882,1062
1883,1062
1884,1062
1885,1062
1886,1062
1887,1062
1888,1062
1889,1062
1890,1062
1891,1062
1892,1062
1893,1062
1894,1062
1895,1062
1896,1062
1897,1062
1898,1062
1899,1062
1900,1062
1901,1062
1902,1062
1903,1062
1904,1062
1905,1062
1906,1062
1907,1062
1908,1062
1909,1062
1910,1062
1911,1062
1912,1062
1913,1062
1914,1062
1915,1062
1916,1062
1917,1062
1918,1062
1919,1062
1920,1062
1921,1062
1922,1062
1923,1062
1924,1062
1925,1062
1926,1062
1927,1062
1928,1062
1929,1062
1930,1062
1931,1062
1932,1062
1933,1062
1934,1062
1935,1062
1936,1062
1937,1062
1938,1062
1939,1062
1940,1062
1941,1062
1942,1062
1943,1062
1944,1062
1945,1062
1946,1062
1947,1062
1948,1062
1949,1062
1950,1062
1951,1062
1952,1062
1953,1062
1954,1062
1955,1062
1956,1062
1957,1062
1958,1062
1959,1062
1960,1062
1961,1062
1962,1062
1963,1062
1964,1062
1965,1062
1966,1062
1967,1062
1968,1062
1969,1062
1970,1062
1971,1062
1972,1062
1973,1062
1974,1062
1975,1062
1976,1062
1977,1062
1978,1062
1979,1062
1980,1062
1981,1062
1982,1062
1983,1062
1984,1062
1985,1062
1986,1062
1987,1062
1988,1062
1989,1062
1990,1062
1991,1062
1992,1062
1993,1062
1994,1062
1995,1062
1996,1062
1997,1062
1998,1062
1999,1062
2000,1062
